SDO_SP_ID,DIV_CODE,CIR_SP_ID,ZON_SP_ID,SDO_NAME,DIV_NAME,CIRCLE_NAME,ZONE_NAME,DISCOM
SDO3126112,DIV312611,CIR31261,ZNE31,EDSD Lalbagh,EUDD_HUSAINGANJ,EUDC-RAJBHAWAN,LKO CENTRAL,MVVNL
SDO3126421,DIV312642,CIR31264,ZNE31,EDSD DUBAGGA,EDD Dubagga,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3126712,DIV312671,CIR31267,ZNE31,EDSD Chandan Nagar,EUDD_ALAMBAGH,EUDC VRINDAVAN,LKO CENTRAL,MVVNL
SDO3126414,DIV312641,CIR31264,ZNE31,EDSD BIJNAUR,EDD Nadarganj,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3421321,DIV342132,CIR34213,ZNE34,EDSD GOVINDGANJ,EDD-SHAJAHANPUR,EDC SHAJAHANPUR,BAREILLY I,MVVNL
SDO3552112,DIV355211,CIR35521,ZNE35,EDSD AMBEDKAR CHAURAHA,EDD GONDA,EDC GONDA,DEVIPATAN ZONE,MVVNL
SDO3126732,DIV312673,CIR31267,ZNE31,EDSD Vrindavan,EUDD_VRINDAVAN,EUDC VRINDAVAN,LKO CENTRAL,MVVNL
SDO3248513,DIV324851,CIR32485,ZNE32,EDSD Jamo,EDD GAURIGANJ,EDC AMETHI,AYODHYA ZONE,MVVNL
SDO3248432,DIV324843,CIR32484,ZNE32,3248432-EDSD-CHANDA,EDD LAMBUA,EDC SULTANPUR,AYODHYA ZONE,MVVNL
SDO3245251,DIV324525,CIR32452,ZNE32,3245251-EDSD-HAIDERGARH,EDD HAIDERGARH,EDC BARABANKI,AYODHYA ZONE,MVVNL
SDO3246132,DIV324613,CIR32461,ZNE32,3246132-EDSD-III-AYODHYA-KUMARGANJ,EDD-MILKIPUR  AYODHYA,EDC AYODHYA,AYODHYA ZONE,MVVNL
SDO3248431,DIV324843,CIR32484,ZNE32,3248431-EDSD-LAMBHUA,EDD LAMBUA,EDC SULTANPUR,AYODHYA ZONE,MVVNL
SDO3248422,DIV324842,CIR32484,ZNE32,3248422-EDSD- KURWAR,EDD-BALDIRAI  SULTANPUR,EDC SULTANPUR,AYODHYA ZONE,MVVNL
SDO3248423,DIV324842,CIR32484,ZNE32,3248423-EDSD- SHANKARGARH,EDD-BALDIRAI  SULTANPUR,EDC SULTANPUR,AYODHYA ZONE,MVVNL
SDO3247332,DIV324733,CIR32473,ZNE32,3247332-EDSD-NEWADA,EDD JALALPUR,EDC AMBEDKAR NAGAR,AYODHYA ZONE,MVVNL
SDO3248532,DIV324853,CIR32485,ZNE32,3248532-EDSD- JAYAS,EDD TILOI,EDC AMETHI,AYODHYA ZONE,MVVNL
SDO3248542,DIV324854,CIR32485,ZNE32,3248542-EDSD- IND AREA JAGDISHPUR,EDD JAGDISHPUR,EDC AMETHI,AYODHYA ZONE,MVVNL
SDO3247341,DIV324734,CIR32473,ZNE32,3247341-EDSD-ALAPUR,EDD ALAPUR,EDC AMBEDKAR NAGAR,AYODHYA ZONE,MVVNL
SDO3245252,DIV324525,CIR32452,ZNE32,3245252-EDSD- DEVIGANJ,EDD HAIDERGARH,EDC BARABANKI,AYODHYA ZONE,MVVNL
SDO3245213,DIV324521,CIR32452,ZNE32,3245213-EDSD- TIKAIT NAGAR,EDD_RS_GHAT,EDC BARABANKI,AYODHYA ZONE,MVVNL
SDO3248511,DIV324851,CIR32485,ZNE32,3248511-EDSD- GAURIGANJ,EDD GAURIGANJ,EDC AMETHI,AYODHYA ZONE,MVVNL
SDO3247331,DIV324733,CIR32473,ZNE32,3247331-EDSD-I JALALPUR,EDD JALALPUR,EDC AMBEDKAR NAGAR,AYODHYA ZONE,MVVNL
SDO3248452,DIV324845,CIR32484,ZNE32,3248452-EDSD- KUREBHAR,EDD JAISINGHPUR,EDC SULTANPUR,AYODHYA ZONE,MVVNL
SDO3248441,DIV324844,CIR32484,ZNE32,3248441-EDSD-KADIPUR,EDD KADIPUR,EDC SULTANPUR,AYODHYA ZONE,MVVNL
SDO3248531,DIV324853,CIR32485,ZNE32,3248531-EDSD-TILOI,EDD TILOI,EDC AMETHI,AYODHYA ZONE,MVVNL
SDO3247313,DIV324731,CIR32473,ZNE32,3247313-EDSD-BHITI,EDD-AMBEDKARNAGAR,EDC AMBEDKAR NAGAR,AYODHYA ZONE,MVVNL
SDO3245232,DIV324523,CIR32452,ZNE32,3245232-EDSD-II-BARABANKI-MASAULI,EDD-RAMNAGAR  BARABANKI,EDC BARABANKI,AYODHYA ZONE,MVVNL
SDO3246123,DIV324612,CIR32461,ZNE32,3246123-EDSD- BAKARGANJ,EDD-DARSHAN NAGAR  AYODHYA,EDC AYODHYA,AYODHYA ZONE,MVVNL
SDO3248541,DIV324854,CIR32485,ZNE32,3248541-EDSD JAGDISHPUR,EDD JAGDISHPUR,EDC AMETHI,AYODHYA ZONE,MVVNL
SDO3247342,DIV324734,CIR32473,ZNE32,3247342-EDSD-BASBAARI,EDD ALAPUR,EDC AMBEDKAR NAGAR,AYODHYA ZONE,MVVNL
SDO3248523,DIV324852,CIR32485,ZNE32,3248523-EDSD GAURIGANJ,EDD AMETHI,EDC AMETHI,AYODHYA ZONE,MVVNL
SDO3245241,DIV324524,CIR32452,ZNE32,3245241-EDSD- FATEHPUR,EDD FATEHPUR,EDC BARABANKI,AYODHYA ZONE,MVVNL
SDO3245242,DIV324524,CIR32452,ZNE32,3245242-EDSD- KURSI,EDD FATEHPUR,EDC BARABANKI,AYODHYA ZONE,MVVNL
SDO3246131,DIV324613,CIR32461,ZNE32,3246131-EDSD-III-AYODHYA-MILKIPUR,EDD-MILKIPUR  AYODHYA,EDC AYODHYA,AYODHYA ZONE,MVVNL
SDO3246152,DIV324615,CIR32461,ZNE32,3246152-EDSD- SOHAWAL,EDD_RUDAULI,EDC AYODHYA,AYODHYA ZONE,MVVNL
SDO3248421,DIV324842,CIR32484,ZNE32,3248421-EDSD- BALDIRAI,EDD-BALDIRAI  SULTANPUR,EDC SULTANPUR,AYODHYA ZONE,MVVNL
SDO3248521,DIV324852,CIR32485,ZNE32,3248521-EDSD- AMETHI,EDD AMETHI,EDC AMETHI,AYODHYA ZONE,MVVNL
SDO3248522,DIV324852,CIR32485,ZNE32,3248522-EDSD- BHENTUA,EDD AMETHI,EDC AMETHI,AYODHYA ZONE,MVVNL
SDO3247322,DIV324732,CIR32473,ZNE32,3247322-EDSD-II ILLTIFATGANJ,EDD_TANDA,EDC AMBEDKAR NAGAR,AYODHYA ZONE,MVVNL
SDO3246122,DIV324612,CIR32461,ZNE32,3246122-EDSD- BIKAPUR,EDD-DARSHAN NAGAR  AYODHYA,EDC AYODHYA,AYODHYA ZONE,MVVNL
SDO3246133,DIV324613,CIR32461,ZNE32,3246133-EDSD-III-AYODHYA-RANIBAZAR,EDD-MILKIPUR  AYODHYA,EDC AYODHYA,AYODHYA ZONE,MVVNL
SDO3248442,DIV324844,CIR32484,ZNE32,3248442-EDSD-DOSTPUR,EDD KADIPUR,EDC SULTANPUR,AYODHYA ZONE,MVVNL
SDO3248451,DIV324845,CIR32484,ZNE32,3248451-EDSD-JAISINGHPUR,EDD JAISINGHPUR,EDC SULTANPUR,AYODHYA ZONE,MVVNL
SDO3248512,DIV324851,CIR32485,ZNE32,3248512-EDSD- MUSAFIRKHANA,EDD GAURIGANJ,EDC AMETHI,AYODHYA ZONE,MVVNL
SDO3327333,DIV332733,CIR33273,ZNE33,3327333-EDSD SHIVGARH,EDD MAHARAJGANJ,EDC RAEBARELI-I,RAEBARELI,MVVNL
SDO3322621,DIV332262,CIR33226,ZNE33,3322621-EDSD I OYAL,EDD-MITAULI LAKHIMPURKHIRI,EDC LAKHIMPUR,RAEBARELI,MVVNL
SDO3322623,DIV332262,CIR33226,ZNE33,3322623-EDSD III LAKHIMPUR MAEHWAGANJ,EDD-MITAULI LAKHIMPURKHIRI,EDC LAKHIMPUR,RAEBARELI,MVVNL
SDO3327331,DIV332733,CIR33273,ZNE33,3327331-EDSD MAHARAJGANJ,EDD MAHARAJGANJ,EDC RAEBARELI-I,RAEBARELI,MVVNL
SDO3327532,DIV332753,CIR33275,ZNE33,3327532-EDSD KATGHAR, EDD DALMAU,EDC II RAEBARELI,RAEBARELI,MVVNL
SDO3327543,DIV332754,CIR33275,ZNE33,3327543-EDSD KHEERO,EDD LALGANJ,EDC II RAEBARELI,RAEBARELI,MVVNL
SDO3323224,DIV332322,CIR33232,ZNE33,3323224-EDSD MISHRIKH,EDD-SIDHAULI  SITAPUR,EDC SITAPUR,RAEBARELI,MVVNL
SDO3323233,DIV332323,CIR33232,ZNE33,3323233-EDSD HARGAON,EDD BISWAN,EDC SITAPUR,RAEBARELI,MVVNL
SDO3324113,DIV332411,CIR33241,ZNE33,3324113-EDSD SANDI,EDD-BILGRAM  HARDOI,EDC HARDOI,RAEBARELI,MVVNL
SDO3322631,DIV332263,CIR33226,ZNE33,3322631-EDSD I NIGHASAN,EDD-NIGHASAN  LAKHIMPURKHIRI,EDC LAKHIMPUR,RAEBARELI,MVVNL
SDO3327531,DIV332753,CIR33275,ZNE33,3327531-EDSD DALMAU, EDD DALMAU,EDC II RAEBARELI,RAEBARELI,MVVNL
SDO3327541,DIV332754,CIR33275,ZNE33,3327541-EDSD LALAGANJ,EDD LALGANJ,EDC II RAEBARELI,RAEBARELI,MVVNL
SDO3327521,DIV332752,CIR33275,ZNE33,3327521-EDSD UNCHAHAR, EDD UNCHAHAR,EDC II RAEBARELI,RAEBARELI,MVVNL
SDO3327323,DIV332732,CIR33273,ZNE33,3327323-EDSD III ATAURA,EDD-TRIPULA RAEBARELI,EDC RAEBARELI-I,RAEBARELI,MVVNL
SDO3323226,DIV332322,CIR33232,ZNE33,3323226-EDSD PISAWAN,EDD-SIDHAULI  SITAPUR,EDC SITAPUR,RAEBARELI,MVVNL
SDO3323227,DIV332322,CIR33232,ZNE33,3323227-EDSD MACHHREHTA,EDD-SIDHAULI  SITAPUR,EDC SITAPUR,RAEBARELI,MVVNL
SDO3323225,DIV332322,CIR33232,ZNE33,3323225-EDSD KAMLAPUR,EDD-SIDHAULI  SITAPUR,EDC SITAPUR,RAEBARELI,MVVNL
SDO3325424,DIV332542,CIR33254,ZNE33,3325424-EDSD IV KUNDAN ROAD,EDD-MAGARWARA UNNAO,EDC UNNAO,RAEBARELI,MVVNL
SDO3325443,DIV332544,CIR33254,ZNE33,3325443-EDSD II SAFIPUR,EDD IV UNNAO BANGARMAU,EDC UNNAO,RAEBARELI,MVVNL
SDO3322624,DIV332262,CIR33226,ZNE33,3322624-EDSD IV MITAULI,EDD-MITAULI LAKHIMPURKHIRI,EDC LAKHIMPUR,RAEBARELI,MVVNL
SDO3322732,DIV332273,CIR33227,ZNE33,3322732-EDSD II PALIA,EDD III PALIYA,EDC GOLA,RAEBARELI,MVVNL
SDO3325434,DIV332543,CIR33254,ZNE33,3325434-EDSD IV BHAGWANT NAGAR,EDD III UNNAO PURWA,EDC UNNAO,RAEBARELI,MVVNL
SDO3325452,DIV332545,CIR33254,ZNE33,3325452-EDSD I AJGAIN,EDD V UNNAO HASANGANJ,EDC UNNAO,RAEBARELI,MVVNL
SDO3324133,DIV332413,CIR33241,ZNE33,3324133-EDSD SAWAIJPUR,EDD SHAHABAD,EDC HARDOI,RAEBARELI,MVVNL
SDO3324142,DIV332414,CIR33241,ZNE33,3324142-EDSD II KACHAUNA,EDD SANDILA,EDC HARDOI,RAEBARELI,MVVNL
SDO3327511,DIV332751,CIR33275,ZNE33,3327511-EDSD SALON, EDD SALON,EDC II RAEBARELI,RAEBARELI,MVVNL
SDO3322633,DIV332263,CIR33226,ZNE33,3322633-EDSD III SINGAHI,EDD-NIGHASAN  LAKHIMPURKHIRI,EDC LAKHIMPUR,RAEBARELI,MVVNL
SDO3323242,DIV332324,CIR33232,ZNE33,3323242-EDSD RAUSA,EDD MAHMUDABAD,EDC SITAPUR,RAEBARELI,MVVNL
SDO3322722,DIV332272,CIR33227,ZNE33,3322722-EDSD II MAIGALGANJ,EDD II MOHAMMADI,EDC GOLA,RAEBARELI,MVVNL
SDO3324143,DIV332414,CIR33241,ZNE33,3324143-EDSD III ATRAULI,EDD SANDILA,EDC HARDOI,RAEBARELI,MVVNL
SDO3327513,DIV332751,CIR33275,ZNE33,3327513-EDSD CHHATOH, EDD SALON,EDC II RAEBARELI,RAEBARELI,MVVNL
SDO3327542,DIV332754,CIR33275,ZNE33,3327542-EDSD SARENI,EDD LALGANJ,EDC II RAEBARELI,RAEBARELI,MVVNL
SDO3327522,DIV332752,CIR33275,ZNE33,3327522-EDSD JAGATPUR, EDD UNCHAHAR,EDC II RAEBARELI,RAEBARELI,MVVNL
SDO3322632,DIV332263,CIR33226,ZNE33,3322632-EDSD II DHAURHARA,EDD-NIGHASAN  LAKHIMPURKHIRI,EDC LAKHIMPUR,RAEBARELI,MVVNL
SDO3327512,DIV332751,CIR33275,ZNE33,3327512-EDSD DEEEH, EDD SALON,EDC II RAEBARELI,RAEBARELI,MVVNL
SDO3327523,DIV332752,CIR33275,ZNE33,3327523-EDSD ROHANIYA, EDD UNCHAHAR,EDC II RAEBARELI,RAEBARELI,MVVNL
SDO3327321,DIV332732,CIR33273,ZNE33,3327321-EDSD I TRIPULA RAEBARELI,EDD-TRIPULA RAEBARELI,EDC RAEBARELI-I,RAEBARELI,MVVNL
SDO3327332,DIV332733,CIR33273,ZNE33,3327332-EDSD BACHRAWAN,EDD MAHARAJGANJ,EDC RAEBARELI-I,RAEBARELI,MVVNL
SDO3322723,DIV332272,CIR33227,ZNE33,3322723-EDSD III BARBAR,EDD II MOHAMMADI,EDC GOLA,RAEBARELI,MVVNL
SDO3325432,DIV332543,CIR33254,ZNE33,3325432-EDSD II PATAN,EDD III UNNAO PURWA,EDC UNNAO,RAEBARELI,MVVNL
SDO3325453,DIV332545,CIR33254,ZNE33,3325453-EDSD III MIYAGANJ,EDD V UNNAO HASANGANJ,EDC UNNAO,RAEBARELI,MVVNL
SDO3327322,DIV332732,CIR33273,ZNE33,3327322-EDSD II TRIPULA RAEBARELI,EDD-TRIPULA RAEBARELI,EDC RAEBARELI-I,RAEBARELI,MVVNL
SDO3323222,DIV332322,CIR33232,ZNE33,3323222-EDSD SIDHAULI,EDD-SIDHAULI  SITAPUR,EDC SITAPUR,RAEBARELI,MVVNL
SDO3323223,DIV332322,CIR33232,ZNE33,3323223-EDSD SIDHAULI GRAMIN,EDD-SIDHAULI  SITAPUR,EDC SITAPUR,RAEBARELI,MVVNL
SDO3325431,DIV332543,CIR33254,ZNE33,3325431-EDSD I PURWA,EDD III UNNAO PURWA,EDC UNNAO,RAEBARELI,MVVNL
SDO3325433,DIV332543,CIR33254,ZNE33,3325433-EDSD III MAURAWAN,EDD III UNNAO PURWA,EDC UNNAO,RAEBARELI,MVVNL
SDO3322622,DIV332262,CIR33226,ZNE33,3322622-EDSD II SHARDANAGAR,EDD-MITAULI LAKHIMPURKHIRI,EDC LAKHIMPUR,RAEBARELI,MVVNL
SDO3323243,DIV332324,CIR33232,ZNE33,3323243-EDSD RAMPUR MATHURA,EDD MAHMUDABAD,EDC SITAPUR,RAEBARELI,MVVNL
SDO3325451,DIV332545,CIR33254,ZNE33,3325451-EDSD II HASANGANJ,EDD V UNNAO HASANGANJ,EDC UNNAO,RAEBARELI,MVVNL
SDO3549222,DIV354922,CIR35492,ZNE35,3549222-EDSD II MATERA,EDD-NANPARA  BAHRAICH,EDC BAHRAICH,DEVIPATAN ZONE,MVVNL
SDO3551323,DIV355132,CIR35513,ZNE35,3551323-EDSD JAMUNHA,EDD SHARVASTI,EDC BALRAMPUR,DEVIPATAN ZONE,MVVNL
SDO3419233,DIV341923,CIR34192,ZNE34,3419233-EDSD III BAHERI,EDD BAHERI,EDC BAREILLY,BAREILLY I,MVVNL
SDO3421341,DIV342134,CIR34213,ZNE34,3421341-EDSD III POWAYAN,EDD POWAYAN   ,EDC SHAJAHANPUR,BAREILLY I,MVVNL
SDO3552143,DIV355214,CIR35521,ZNE35,3552143-EDSD III MOTIGANJ,EDD-MANKAPUR  GONDA,EDC GONDA,DEVIPATAN ZONE,MVVNL
SDO3420417,DIV342041,CIR34204,ZNE34,3420417-EDSD II TOWN PILIBHIT,EDD PILIBHIT,EDC PHILIBHIT,BAREILLY I,MVVNL
SDO3549232,DIV354923,CIR35492,ZNE35,3549232-EDSD III PAYAGPUR,EDD-KAISERGANJ  BAHRAICH,EDC BAHRAICH,DEVIPATAN ZONE,MVVNL
SDO3419214,DIV341921,CIR34192,ZNE34,3419214-EDSD III FATEHGANJ WEST,EDD-RAMPURROAD BAREILLY,EDC BAREILLY,BAREILLY I,MVVNL
SDO3419215,DIV341921,CIR34192,ZNE34,3419215-EDSD I BAREILLY,EDD-RAMPURROAD BAREILLY,EDC BAREILLY,BAREILLY I,MVVNL
SDO3420432,DIV342043,CIR34204,ZNE34,3420432-EDSD II BISALANDA,EDD-BISALPUR  PILIBHIT,EDC PHILIBHIT,BAREILLY I,MVVNL
SDO3421342,DIV342134,CIR34213,ZNE34,3421342-EDSD BANDA,EDD POWAYAN   ,EDC SHAJAHANPUR,BAREILLY I,MVVNL
SDO3421343,DIV342134,CIR34213,ZNE34,3421343-EDSD IV KHUTAR,EDD POWAYAN   ,EDC SHAJAHANPUR,BAREILLY I,MVVNL
SDO3552123,DIV355212,CIR35521,ZNE35,3552123-EDSD III WAZIRGANJ,EDD-NAWABGANJ  GONDA,EDC GONDA,DEVIPATAN ZONE,MVVNL
SDO3552141,DIV355214,CIR35521,ZNE35,3552141-EDSD I BHASKANWA,EDD-MANKAPUR  GONDA,EDC GONDA,DEVIPATAN ZONE,MVVNL
SDO3552121,DIV355212,CIR35521,ZNE35,3552121-EDSD I NAWABGANJ,EDD-NAWABGANJ  GONDA,EDC GONDA,DEVIPATAN ZONE,MVVNL
SDO3418132,DIV341813,CIR34181,ZNE34,3418132-EDSD ISLAMNAGAR,EDD-BISAULI  BADAUN,EDC BADAUN,BAREILLY I,MVVNL
SDO3126463,DIV312646,CIR31264,ZNE31,3126463-EDSD MALL,EDD Malihabad,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3419224,DIV341922,CIR34192,ZNE34,3419224-EDSD II FARIDPUR,EDD-SAJAHANPURROAD  BAREILLY,EDC BAREILLY,BAREILLY I,MVVNL
SDO3418122,DIV341812,CIR34181,ZNE34,3418122-EDSD II DATAGANJ,EDD-BILSI  BADAUN,EDC BADAUN,BAREILLY I,MVVNL
SDO3419143,DIV341914,CIR34191,ZNE34,3419143-EDSD IV BAREILLY,EUDD IV BAREILLY,EUDC BAREILLY,BAREILLY I,MVVNL
SDO3420415,DIV342041,CIR34204,ZNE34,3420415-EDSD MAJHOLA,EDD PILIBHIT,EDC PHILIBHIT,BAREILLY I,MVVNL
SDO3552113,DIV355211,CIR35521,ZNE35,3552113-EDSD I GONDA,EDD GONDA,EDC GONDA,DEVIPATAN ZONE,MVVNL
SDO3418123,DIV341812,CIR34181,ZNE34,3418123-EDSD BINAWAR,EDD-BILSI  BADAUN,EDC BADAUN,BAREILLY I,MVVNL
SDO3549223,DIV354922,CIR35492,ZNE35,3549223-EDSD III MIHI PURWA,EDD-NANPARA  BAHRAICH,EDC BAHRAICH,DEVIPATAN ZONE,MVVNL
SDO3420422,DIV342042,CIR34204,ZNE34,3420422-EDSD MADHAVTANDA,EDD PURANPUR,EDC PHILIBHIT,BAREILLY I,MVVNL
SDO3552132,DIV355213,CIR35521,ZNE35,3552132-EDSD I ARYANAGAR,EDD- COLONELGANJ  GONDA,EDC GONDA,DEVIPATAN ZONE,MVVNL
SDO3549237,DIV354923,CIR35492,ZNE35,3549237-EDSDIIIBAHRAICHRANJEETPUR,EDD-KAISERGANJ  BAHRAICH,EDC BAHRAICH,DEVIPATAN ZONE,MVVNL
SDO3551336,DIV355133,CIR35513,ZNE35,3551336-EDSD REHRA,EDD TULSIPUR,EDC BALRAMPUR,DEVIPATAN ZONE,MVVNL
SDO3419243,DIV341924,CIR34192,ZNE34,3419243-EDSD III AONLA,EDD AONLA,EDC BAREILLY,BAREILLY I,MVVNL
SDO3552131,DIV355213,CIR35521,ZNE35,3552131-EDSD I COLONELGANJ,EDD- COLONELGANJ  GONDA,EDC GONDA,DEVIPATAN ZONE,MVVNL
SDO3552142,DIV355214,CIR35521,ZNE35,3552142-EDSDII MANKAPUR,EDD-MANKAPUR  GONDA,EDC GONDA,DEVIPATAN ZONE,MVVNL
SDO3549231,DIV354923,CIR35492,ZNE35,3549231-EDSD III KAISERGANJ,EDD-KAISERGANJ  BAHRAICH,EDC BAHRAICH,DEVIPATAN ZONE,MVVNL
SDO3551322,DIV355132,CIR35513,ZNE35,3551322-EDSD I KAUNA,EDD SHARVASTI,EDC BALRAMPUR,DEVIPATAN ZONE,MVVNL
SDO3419232,DIV341923,CIR34192,ZNE34,3419232-EDSD II BAHERI,EDD BAHERI,EDC BAREILLY,BAREILLY I,MVVNL
SDO3420414,DIV342041,CIR34204,ZNE34,3420414-EDSD JAHANABAD,EDD PILIBHIT,EDC PHILIBHIT,BAREILLY I,MVVNL
SDO3552124,DIV355212,CIR35521,ZNE35,3552124-EDSD IV PARASPUR,EDD-NAWABGANJ  GONDA,EDC GONDA,DEVIPATAN ZONE,MVVNL
SDO3126453,DIV312645,CIR31264,ZNE31,3126453-EDSD SAMESI,EDD Mohanlalganj,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3551335,DIV355133,CIR35513,ZNE35,3551335-EDSD UTRAULA RURAL,EDD TULSIPUR,EDC BALRAMPUR,DEVIPATAN ZONE,MVVNL
SDO3126451,DIV312645,CIR31264,ZNE31,3126451-EDSD MOHANLALGANJ,EDD Mohanlalganj,EDC  LUCKNOW GRAMIN,LKO CENTRAL,MVVNL
SDO3552125,DIV355212,CIR35521,ZNE35,3552125-EDSD V BELSAR,EDD-NAWABGANJ  GONDA,EDC GONDA,DEVIPATAN ZONE,MVVNL
SDO3552122,DIV355212,CIR35521,ZNE35,3552122-EDSD II TARABGANJ,EDD-NAWABGANJ  GONDA,EDC GONDA,DEVIPATAN ZONE,MVVNL
SDO3026411,DIV302641,CIR30264,ZNE30,EDSD NADARGANJ,NADAR GANJ,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026412,DIV302641,CIR30264,ZNE30,EDSD UTRATHIA,NADAR GANJ,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026413,DIV302641,CIR30264,ZNE30,EDSD GEHRU,NADAR GANJ,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026414,DIV302641,CIR30264,ZNE30,EDSD BIJNAUR,NADAR GANJ,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026419,DIV302641,CIR30264,ZNE30,(Temp sdo)3126419,NADAR GANJ,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026421,DIV302642,CIR30264,ZNE30,EDSD DUBAGGA,DUBAGGA,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026422,DIV302642,CIR30264,ZNE30,EDSD FATEHGANJ,DUBAGGA,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026423,DIV302642,CIR30264,ZNE30,EDSD FCI KAKORI,DUBAGGA,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026429,DIV302642,CIR30264,ZNE30,(Temp sdo) 3126429,DUBAGGA,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026451,DIV302645,CIR30264,ZNE30,3126451-EDSD MOHANLALGANJ,MOHAN LAL GANJ,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026452,DIV302645,CIR30264,ZNE30,EDSD GOSAIGANJ,MOHAN LAL GANJ,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026453,DIV302645,CIR30264,ZNE30,3126453-EDSD SAMESI,MOHAN LAL GANJ,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026454,DIV302645,CIR30264,ZNE30,EDSD AMETHI LUCKNOW,MOHAN LAL GANJ,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026459,DIV302645,CIR30264,ZNE30,(Temp sdo) 3126459,MOHAN LAL GANJ,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026461,DIV302646,CIR30264,ZNE30,EDSD KAKORI,MALIHABAD,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026462,DIV302646,CIR30264,ZNE30,EDSD MALIHABAD,MALIHABAD,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026463,DIV302646,CIR30264,ZNE30,3126463-EDSD MALL,MALIHABAD,EDC LUCKNOW RURAL,AMAUSI ZONE,MVVNL
SDO3026711,DIV302671,CIR30267,ZNE30,EDSD Alambagh,EUDD_ALAMBAGH,EUDC VRINDAVAN,AMAUSI ZONE,MVVNL
SDO3026712,DIV302671,CIR30267,ZNE30,EDSD Chandan Nagar,EUDD_ALAMBAGH,EUDC VRINDAVAN,AMAUSI ZONE,MVVNL
SDO3026719,DIV302671,CIR30267,ZNE30,(Temp SDO) 3126719,EUDD_ALAMBAGH,EUDC VRINDAVAN,AMAUSI ZONE,MVVNL
SDO3026721,DIV302672,CIR30267,ZNE30,ASHIYANA,EUDD_KANPUR_RD,EUDC VRINDAVAN,AMAUSI ZONE,MVVNL
SDO3026722,DIV302672,CIR30267,ZNE30,NEW ALAMBAGH,EUDD_KANPUR_RD,EUDC VRINDAVAN,AMAUSI ZONE,MVVNL
SDO3026729,DIV302672,CIR30267,ZNE30,(Temp SDO) 3126729,EUDD_KANPUR_RD,EUDC VRINDAVAN,AMAUSI ZONE,MVVNL
SDO3026731,DIV302673,CIR30267,ZNE30,EDSD Rajni Khand,EUDD_VRINDAVAN,EUDC VRINDAVAN,AMAUSI ZONE,MVVNL
SDO3026732,DIV302673,CIR30267,ZNE30,EDSD Vrindavan,EUDD_VRINDAVAN,EUDC VRINDAVAN,AMAUSI ZONE,MVVNL
SDO3026739,DIV302673,CIR30267,ZNE30,(Temp SDO) 3126739,EUDD_VRINDAVAN,EUDC VRINDAVAN,AMAUSI ZONE,MVVNL
SDO3726261,DIV372626,CIR37262,ZNE37,CHINHAT,EUDD_CHINHAT,EUDC GOMTI NAGAR,GOMTI NAGAR ZONE,MVVNL
SDO3726262,DIV372626,CIR37262,ZNE37,EDSD Kamta,EUDD_CHINHAT,EUDC GOMTI NAGAR,GOMTI NAGAR ZONE,MVVNL
SDO3726263,DIV372626,CIR37262,ZNE37,EDSD Gomti Nagar Vistar,EUDD_CHINHAT,EUDC GOMTI NAGAR,GOMTI NAGAR ZONE,MVVNL
SDO3726221,DIV372622,CIR37262,ZNE37,VIBHUTI KHAND,EUDD_GOMTINAGAR,EUDC GOMTI NAGAR,GOMTI NAGAR ZONE,MVVNL
SDO3726222,DIV372622,CIR37262,ZNE37,EDSD Vishwas Khand,EUDD_GOMTINAGAR,EUDC GOMTI NAGAR,GOMTI NAGAR ZONE,MVVNL
SDO3726911,DIV372691,CIR37269,ZNE37,HAL,EUDD_INDIRA_NGR,EUDC INDIRA NAGAR,GOMTI NAGAR ZONE,MVVNL
SDO3726912,DIV372691,CIR37269,ZNE37,EDSD Sector 25,EUDD_INDIRA_NGR,EUDC INDIRA NAGAR,GOMTI NAGAR ZONE,MVVNL
SDO3726921,DIV372692,CIR37269,ZNE37,SECTOR 14 OLD,EUDD_MUNSIPULIA,EUDC INDIRA NAGAR,GOMTI NAGAR ZONE,MVVNL
